id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
4kf96n-Z8jG9oa0ZnRyb7A,sushi-nabe-japanese-restaurant-chattanooga-2,Sushi Nabe - Japanese Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/iPjvgI4mj03Tg-rG433wwQ/o.jpg,False,https://www.yelp.com/biz/sushi-nabe-japanese-restaurant-chattanooga-2?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,173,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 35.061824798584, 'longitude': -85.3081665039062}",['delivery'],$$,"{'address1': '110 River St', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37405', 'country': 'US', 'state': 'TN', 'display_address': ['110 River St', 'Chattanooga, TN 37405']}",+14236340171,(423) 634-0171,5892.795415761539
HeNTTin--dZl7oHSJfJODg,frogurt-land-ooltewah-2,Frogurt Land,https://s3-media2.fl.yelpcdn.com/bphoto/WDTZ0Ik0KTgkFR_-8vvj8w/o.jpg,False,https://www.yelp.com/biz/frogurt-land-ooltewah-2?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,28,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 35.059503, 'longitude': -85.069122}",['delivery'],$$,"{'address1': '9408 Apison Pike', 'address2': 'Ste 154', 'address3': '', 'city': 'Ooltewah', 'zip_code': '37363', 'country': 'US', 'state': 'TN', 'display_address': ['9408 Apison Pike', 'Ste 154', 'Ooltewah, TN 37363']}",+14233159425,(423) 315-9425,17803.204417540746
3HqH6Od0eHP2LtgrFfBVQQ,alex-thai-food-and-sushi-bistro-chattanooga,Alex Thai food and Sushi Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/Eje1x86uii2c85M5I_kRMQ/o.jpg,False,https://www.yelp.com/biz/alex-thai-food-and-sushi-bistro-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,139,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.5,"{'latitude': 35.0356559753418, 'longitude': -85.3068618774414}","['delivery', 'pickup']",$$,"{'address1': '26 East Main St', 'address2': 'Ste 114', 'address3': None, 'city': 'Chattanooga', 'zip_code': '37408', 'country': 'US', 'state': 'TN', 'display_address': ['26 East Main St', 'Ste 114', 'Chattanooga, TN 37408']}",+14238030999,(423) 803-0999,8043.35062724237
8b5Fg0xbPcre_aI6ZT4BqA,shangri-la-chattanooga,Shangri-La,https://s3-media4.fl.yelpcdn.com/bphoto/yTIO9pD6aEiRQZkHPSqmig/o.jpg,False,https://www.yelp.com/biz/shangri-la-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,104,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 35.0481910705566, 'longitude': -85.3088150024414}","['delivery', 'pickup']",$$,"{'address1': '14 E 7th St', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37402', 'country': 'US', 'state': 'TN', 'display_address': ['14 E 7th St', 'Chattanooga, TN 37402']}",+14232661521,(423) 266-1521,7027.56002468383
Qw1-Zu7RHjRtxiLUPSXjCQ,lotus-thai-cuisine-athens,Lotus Thai Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/fKt76V-NRt3vN_qoca-grg/o.jpg,False,https://www.yelp.com/biz/lotus-thai-cuisine-athens?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,59,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 35.4370573, 'longitude': -84.5896817}",[],$$,"{'address1': '420 S White St', 'address2': '', 'address3': '', 'city': 'Athens', 'zip_code': '37303', 'country': 'US', 'state': 'TN', 'display_address': ['420 S White St', 'Athens, TN 37303']}",+14234532152,(423) 453-2152,71527.38875360331
TE0faMcSfGvpqD-z1Y3Chw,fortune-house-restaurant-signal-mountain,Fortune House Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/ZojVEX-HVmVImOfjw-qPZQ/o.jpg,False,https://www.yelp.com/biz/fortune-house-restaurant-signal-mountain?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,36,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 35.13863, 'longitude': -85.32846}",[],$,"{'address1': '1210 Taft Hwy', 'address2': 'Ste P', 'address3': '', 'city': 'Signal Mountain', 'zip_code': '37377', 'country': 'US', 'state': 'TN', 'display_address': ['1210 Taft Hwy', 'Ste P', 'Signal Mountain, TN 37377']}",+14235178999,(423) 517-8999,7809.477217779162
A9ku8Rw14-W7wNtNqVjbCw,tokyo-chattanooga-3,Tokyo,https://s3-media1.fl.yelpcdn.com/bphoto/uJkT1sU-m17kCjIyiuiQFA/o.jpg,False,https://www.yelp.com/biz/tokyo-chattanooga-3?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,171,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 35.042525, 'longitude': -85.306448}","['delivery', 'pickup']",$$,"{'address1': '1120 Houston St', 'address2': 'Ste A110', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37402', 'country': 'US', 'state': 'TN', 'display_address': ['1120 Houston St', 'Ste A110', 'Chattanooga, TN 37402']}",+14232674600,(423) 267-4600,7400.200871320335
969EA4BKjVnHS6Gh4VJxiQ,soho-hibachi-hixson,Soho Hibachi,https://s3-media1.fl.yelpcdn.com/bphoto/gxLNqTmWAmZycvIHMpYf-w/o.jpg,False,https://www.yelp.com/biz/soho-hibachi-hixson?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,44,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 35.143255, 'longitude': -85.24793}",['delivery'],$,"{'address1': '5510 Tennessee 153', 'address2': '', 'address3': '', 'city': 'Hixson', 'zip_code': '37343', 'country': 'US', 'state': 'TN', 'display_address': ['5510 Tennessee 153', 'Hixson, TN 37343']}",+14238778808,(423) 877-8808,5276.043585199957
HMwafSDEf4mX-xDwMzeeaA,ably-asian-cuisine-jasper,Ably Asian Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/jt6hygYvoRNLcqpNepZQGg/o.jpg,False,https://www.yelp.com/biz/ably-asian-cuisine-jasper?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,87,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 34.470233, 'longitude': -84.458536}",[],$$,"{'address1': '744 Noah Dr', 'address2': 'Ste 101', 'address3': None, 'city': 'Jasper', 'zip_code': '30143', 'country': 'US', 'state': 'GA', 'display_address': ['744 Noah Dr', 'Ste 101', 'Jasper, GA 30143']}",+17062531155,(706) 253-1155,101006.89228818967
NF3TFuETnps9fAL1FTVL4w,hokkaido-chattanooga-2,Hokkaido,https://s3-media1.fl.yelpcdn.com/bphoto/M_WxGh_RFt_jvlFgY7Kj8A/o.jpg,False,https://www.yelp.com/biz/hokkaido-chattanooga-2?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,15,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 35.0876365849148, 'longitude': -85.1879859343172}","['delivery', 'pickup']",,"{'address1': '4762 Hwy 58', 'address2': 'Ste 144', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37416', 'country': 'US', 'state': 'TN', 'display_address': ['4762 Hwy 58', 'Ste 144', 'Chattanooga, TN 37416']}",+14235088155,(423) 508-8155,6575.822134555983
0zWm7nUBeGJSKd6JIubTdg,sluggos-vegetarian-cafe-chattanooga,Sluggo's Vegetarian Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/P1tnnnSeHQHK1uvEbJJCyg/o.jpg,False,https://www.yelp.com/biz/sluggos-vegetarian-cafe-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,318,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 35.0673145, 'longitude': -85.3151071}",['delivery'],$$,"{'address1': '505 Cherokee Blvd', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37405', 'country': 'US', 'state': 'TN', 'display_address': ['505 Cherokee Blvd', 'Chattanooga, TN 37405']}",+14237525224,(423) 752-5224,6033.521803560637
VoSyELjx4JIwYh-meSfxBw,100-hibachi-and-sushi-hixson,100 Hibachi & Sushi,https://s3-media4.fl.yelpcdn.com/bphoto/8zAfuUsbYzLcyAjeb8pvig/o.jpg,False,https://www.yelp.com/biz/100-hibachi-and-sushi-hixson?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,21,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 35.144038707404306, 'longitude': -85.2498904}","['pickup', 'delivery']",$$,"{'address1': '5513 Hwy 153', 'address2': 'Ste 117', 'address3': None, 'city': 'Hixson', 'zip_code': '37343', 'country': 'US', 'state': 'TN', 'display_address': ['5513 Hwy 153', 'Ste 117', 'Hixson, TN 37343']}",+14237130100,(423) 713-0100,5329.673493062153
niQ99TtIod1RgpOIunkLFA,toke-sushi-and-thai-grill-fort-payne,Toke Sushi & Thai Grill,https://s3-media2.fl.yelpcdn.com/bphoto/qVTuwTqtZmhdzkEZlQyU5Q/o.jpg,False,https://www.yelp.com/biz/toke-sushi-and-thai-grill-fort-payne?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,44,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 34.46580872195696, 'longitude': -85.69987415992412}",[],$$,"{'address1': '2605 Gault Ave N', 'address2': 'Ste 100', 'address3': '', 'city': 'Fort Payne', 'zip_code': '35967', 'country': 'US', 'state': 'AL', 'display_address': ['2605 Gault Ave N', 'Ste 100', 'Fort Payne, AL 35967']}",+12563642000,(256) 364-2000,80871.39969794454
SrZ8XEPo_wfivNNaWj7nFA,pengs-pavillion-chinese-restaurant-calhoun,Peng's Pavillion Chinese Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/guNY5rGj9HdyLlTIR83Xkw/o.jpg,False,https://www.yelp.com/biz/pengs-pavillion-chinese-restaurant-calhoun?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,34,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 34.4813232421875, 'longitude': -84.9373245239258}",['delivery'],$,"{'address1': '1120 S Wall St', 'address2': '', 'address3': '', 'city': 'Calhoun', 'zip_code': '30701', 'country': 'US', 'state': 'GA', 'display_address': ['1120 S Wall St', 'Calhoun, GA 30701']}",+17066291453,(706) 629-1453,74494.2407017768
Akpavj9kGtTL4GHxUnogYA,rocket-fizz-chattanooga,Rocket Fizz,https://s3-media4.fl.yelpcdn.com/bphoto/aWFkcxSED1HK_aGKSVtYiw/o.jpg,False,https://www.yelp.com/biz/rocket-fizz-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,19,"[{'alias': 'candy', 'title': 'Candy Stores'}]",4.0,"{'latitude': 35.0517318589508, 'longitude': -85.3108446822967}",['delivery'],$,"{'address1': '411 Broad St', 'address2': 'Ste 105', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37402', 'country': 'US', 'state': 'TN', 'display_address': ['411 Broad St', 'Ste 105', 'Chattanooga, TN 37402']}",+14237775699,(423) 777-5699,6853.323186254704
je4jM_QnUN7C12IFN49c6g,yamato-cafe-japanese-steakhouse-athens,Yamato Cafe Japanese Steakhouse,https://s3-media4.fl.yelpcdn.com/bphoto/EKCKmohFfUGaxgYIIOchhQ/o.jpg,False,https://www.yelp.com/biz/yamato-cafe-japanese-steakhouse-athens?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,31,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 35.451121, 'longitude': -84.61945}",[],$$,"{'address1': '1504 Decatur Pike', 'address2': '', 'address3': '', 'city': 'Athens', 'zip_code': '37303', 'country': 'US', 'state': 'TN', 'display_address': ['1504 Decatur Pike', 'Athens, TN 37303']}",+14232528035,(423) 252-8035,70197.2908652984
7coYewXzKcuQwUMhV5om2A,fulins-asian-cuisine-at-cleveland-cleveland-2,Fulin's Asian Cuisine At Cleveland,https://s3-media4.fl.yelpcdn.com/bphoto/ALAKJDIPk5kjS3Fuu5tyjA/o.jpg,False,https://www.yelp.com/biz/fulins-asian-cuisine-at-cleveland-cleveland-2?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,148,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}]",3.5,"{'latitude': 35.2154575360382, 'longitude': -84.868476}",[],$$,"{'address1': '4478 NW Frontage Rd', 'address2': None, 'address3': None, 'city': 'Cleveland', 'zip_code': '37212', 'country': 'US', 'state': 'TN', 'display_address': ['4478 NW Frontage Rd', 'Cleveland, TN 37212']}",+14233398700,(423) 339-8700,37911.686598057255
CnvWBfVZl_4d619wcyIDFQ,forbidden-city-restaurant-chattanooga,Forbidden City Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/DpfXEOxxAaV-gnyxDDKciw/o.jpg,False,https://www.yelp.com/biz/forbidden-city-restaurant-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,96,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}]",3.0,"{'latitude': 35.0386351927333, 'longitude': -85.15280317116395}","['pickup', 'delivery']",$$,"{'address1': '2273 Gunbarrel Rd', 'address2': 'Ste 103', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['2273 Gunbarrel Rd', 'Ste 103', 'Chattanooga, TN 37421']}",+14233051087,(423) 305-1087,11656.071020070554
E35YrMF7WNbHsSRCRI5soA,the-shack-of-ellijay-ellijay,The Shack of Ellijay,https://s3-media3.fl.yelpcdn.com/bphoto/Oot1ScfR8Z2HqVPW_yfhaw/o.jpg,False,https://www.yelp.com/biz/the-shack-of-ellijay-ellijay?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,121,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'noodles', 'title': 'Noodles'}]",5.0,"{'latitude': 34.6958423203145, 'longitude': -84.4808352738619}",[],$$,"{'address1': '118 N Main St', 'address2': None, 'address3': None, 'city': 'Ellijay', 'zip_code': '30540', 'country': 'US', 'state': 'GA', 'display_address': ['118 N Main St', 'Ellijay, GA 30540']}",+17066353663,(706) 635-3663,83838.70204549411
wdBleCDgrzAzO6k0NiH3vQ,asian-market-chattanooga-2,Asian market,https://s3-media1.fl.yelpcdn.com/bphoto/YIW87cpL_vN5bqLy5pPKxw/o.jpg,False,https://www.yelp.com/biz/asian-market-chattanooga-2?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,13,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]",2.0,"{'latitude': 35.0447796356953, 'longitude': -85.1664652302861}",[],$,"{'address1': '6933 Lee Hwy', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['6933 Lee Hwy', 'Chattanooga, TN 37421']}",+14237101465,(423) 710-1465,10242.918008171719
ejZu6B2grnDCt1aJ-U44Tg,p-f-changs-chattanooga,P.F. Chang's,https://s3-media4.fl.yelpcdn.com/bphoto/PTCPyhOBsSI5H_4ACN8zLw/o.jpg,False,https://www.yelp.com/biz/p-f-changs-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,173,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"{'latitude': 35.034133, 'longitude': -85.155931}","['pickup', 'delivery']",$$,"{'address1': '2110 Hamilton Place Blvd Mall', 'address2': '', 'address3': 'Hamilton Place Mall', 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['2110 Hamilton Place Blvd Mall', 'Hamilton Place Mall', 'Chattanooga, TN 37421']}",+14232420045,(423) 242-0045,11710.96102504054
MgwGdNQNbSr8oETyN74CYg,desi-brothers-chattanooga,Desi Brothers,https://s3-media1.fl.yelpcdn.com/bphoto/-gXAJ1fM-HN-JyFqrmabOg/o.jpg,False,https://www.yelp.com/biz/desi-brothers-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,6,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}]",4.5,"{'latitude': 35.0347523277918, 'longitude': -85.1776850583423}",[],$,"{'address1': '6500 Lee Hwy', 'address2': '', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['6500 Lee Hwy', 'Chattanooga, TN 37421']}",+14235518285,(423) 551-8285,10140.170059913096
Ki2bKoAkesnMlKARCg3C2A,kim-san-scottsboro,Kim San,https://s3-media2.fl.yelpcdn.com/bphoto/hc4U5GV1CeHJ_-znv7h07A/o.jpg,False,https://www.yelp.com/biz/kim-san-scottsboro?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,41,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 34.6540715, 'longitude': -86.0350344}",[],$$,"{'address1': '1519 S Broad St', 'address2': None, 'address3': None, 'city': 'Scottsboro', 'zip_code': '35768', 'country': 'US', 'state': 'AL', 'display_address': ['1519 S Broad St', 'Scottsboro, AL 35768']}",+12562599000,(256) 259-9000,86183.69029146172
UEdQcCsMzVfqe2dByr6fpQ,kumo-sushi-dalton-2,Kumo Sushi,https://s3-media4.fl.yelpcdn.com/bphoto/_a7rILafXGlTotFgCo7vMQ/o.jpg,False,https://www.yelp.com/biz/kumo-sushi-dalton-2?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,50,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 34.795482641415, 'longitude': -84.9635818574507}",['delivery'],$$,"{'address1': '1277 N Glenwood Ave', 'address2': '', 'address3': '', 'city': 'Dalton', 'zip_code': '30721', 'country': 'US', 'state': 'GA', 'display_address': ['1277 N Glenwood Ave', 'Dalton, GA 30721']}",+17062788886,(706) 278-8886,43001.42131394769
md3NKJEo1ky0PP-r5e4t8Q,hibachi-and-wings-chattanooga,Hibachi & Wings,https://s3-media3.fl.yelpcdn.com/bphoto/u6Nb8uCmflYx_lMMoSRmKw/o.jpg,False,https://www.yelp.com/biz/hibachi-and-wings-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,47,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 35.044910614753874, 'longitude': -85.1666619995216}","['pickup', 'delivery']",$$,"{'address1': '6933 Lee Hwy', 'address2': 'Ste 901', 'address3': None, 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['6933 Lee Hwy', 'Ste 901', 'Chattanooga, TN 37421']}",+14233051231,(423) 305-1231,10219.910760918061
k9vOFoIhjIJtQ_8r1-ejyg,fuji-teriyaki-express-cleveland,Fuji Teriyaki Express,https://s3-media1.fl.yelpcdn.com/bphoto/ZEEyfx6bA_x83ClgBZrHxg/o.jpg,False,https://www.yelp.com/biz/fuji-teriyaki-express-cleveland?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,64,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 35.1909025009884, 'longitude': -84.8654935508966}",['delivery'],$,"{'address1': '3443 Keith St NW', 'address2': '', 'address3': '', 'city': 'Cleveland', 'zip_code': '37312', 'country': 'US', 'state': 'TN', 'display_address': ['3443 Keith St NW', 'Cleveland, TN 37312']}",+14234734635,(423) 473-4635,37314.867946799466
7K3I6N39sqhPnABEX_0NVQ,kumo-asian-garden-cleveland,Kumo Asian Garden,https://s3-media3.fl.yelpcdn.com/bphoto/Tb1O7oPpSdzwc6rsqtap5g/o.jpg,False,https://www.yelp.com/biz/kumo-asian-garden-cleveland?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,48,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 35.1997513475367, 'longitude': -84.8428911233921}",['delivery'],$$,"{'address1': '169 Stuart Rd NE', 'address2': '', 'address3': '', 'city': 'Cleveland', 'zip_code': '37312', 'country': 'US', 'state': 'TN', 'display_address': ['169 Stuart Rd NE', 'Cleveland, TN 37312']}",+14234798888,(423) 479-8888,39563.25214295013
eCV_41Och9V7OfNjJadRpA,imperial-garden-chattanooga,Imperial Garden,https://s3-media1.fl.yelpcdn.com/bphoto/mJAr74mP_hRYBUns1SOn3g/o.jpg,False,https://www.yelp.com/biz/imperial-garden-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,66,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 35.038059, 'longitude': -85.14949}","['pickup', 'delivery']",$,"{'address1': '2288 Gunbarrel Rd', 'address2': 'Ste 142', 'address3': '', 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['2288 Gunbarrel Rd', 'Ste 142', 'Chattanooga, TN 37421']}",+14234999333,(423) 499-9333,11943.122914307813
WOfX266s3Jbw8zhCHSGA4Q,drakes-chattanooga-chattanooga,Drake's Chattanooga,https://s3-media3.fl.yelpcdn.com/bphoto/JyM7lCW3237ooU6yT6yv7g/o.jpg,False,https://www.yelp.com/biz/drakes-chattanooga-chattanooga?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,191,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 35.0436552, 'longitude': -85.1488781}",[],$$,"{'address1': '7338 McCutcheon Rd', 'address2': None, 'address3': '', 'city': 'Chattanooga', 'zip_code': '37421', 'country': 'US', 'state': 'TN', 'display_address': ['7338 McCutcheon Rd', 'Chattanooga, TN 37421']}",+14237025722,(423) 702-5722,11657.670846346884
PIu8QO9Gj23M3aN3J5bucQ,fuji-japanese-steakhouse-dalton,Fuji Japanese Steakhouse,https://s3-media1.fl.yelpcdn.com/bphoto/aGcG_d73yb2cRjmVyIWlrA/o.jpg,False,https://www.yelp.com/biz/fuji-japanese-steakhouse-dalton?adjust_creative=dDrgJ5jr3huSDkINiLtKBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dDrgJ5jr3huSDkINiLtKBw,68,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",2.5,"{'latitude': 34.7595969, 'longitude': -84.9926234}","['pickup', 'delivery']",$$,"{'address1': '1321 West Walnut Ave', 'address2': '', 'address3': '', 'city': 'Dalton', 'zip_code': '30720', 'country': 'US', 'state': 'GA', 'display_address': ['1321 West Walnut Ave', 'Dalton, GA 30720']}",+17062811889,(706) 281-1889,44900.76550450588
